0.000000 100.000000
25.000000 86.875000
50.000000 76.046875
75.000000 67.113672
100.000000 59.743779
125.000000 53.663618
150.000000 48.647485
175.000000 44.509175
200.000000 41.095069
225.000000 38.278432
250.000000 35.954707
275.000000 34.037633
300.000000 32.456047
325.000000 31.151239
350.000000 30.074772
375.000000 29.186687
400.000000 28.454017
425.000000 27.849564
450.000000 27.350890
475.000000 26.939484
500.000000 26.600075
525.000000 26.320062
550.000000 26.089051
575.000000 25.898467
600.000000 25.741235
625.000000 25.611519
650.000000 25.504503
675.000000 25.416215
700.000000 25.343377
725.000000 25.283286
750.000000 25.233711
775.000000 25.192812
800.000000 25.159070
825.000000 25.131233
850.000000 25.108267
875.000000 25.089320
900.000000 25.073689
925.000000 25.060794
950.000000 25.050155
975.000000 25.041378
1000.000000 25.034137
1025.000000 25.028163
1050.000000 25.023234
1075.000000 25.019168
1100.000000 25.015814
1125.000000 25.013046
1150.000000 25.010763
1175.000000 25.008880
1200.000000 25.007326
