0.000000 100.000000
50.000000 73.750000
100.000000 56.687500
150.000000 45.596875
200.000000 38.387969
250.000000 33.702180
300.000000 30.656417
350.000000 28.676671
400.000000 27.389836
450.000000 26.553393
500.000000 26.009706
550.000000 25.656309
600.000000 25.426601
650.000000 25.277290
700.000000 25.180239
750.000000 25.117155
800.000000 25.076151
850.000000 25.049498
900.000000 25.032174
950.000000 25.020913
1000.000000 25.013593
1050.000000 25.008836
1100.000000 25.005743
1150.000000 25.003733
1200.000000 25.002427
